412.827,396.056,413.354,440.692,461.954,440.097,461.427,395.462
406.942,380.697,407.477,425.312,456.101,424.708,455.566,380.094
407.807,363.587,408.350,408.182,456.998,407.570,456.455,362.975
404.672,357.145,405.223,401.719,453.895,401.097,453.344,356.523
401.537,350.702,402.096,395.255,450.791,394.625,450.233,350.072
398.402,344.259,398.969,388.792,447.688,388.153,447.121,343.620
398.296,341.803,398.871,386.316,447.614,385.669,447.040,341.156
393.791,340.948,394.373,385.441,443.140,384.784,442.558,340.291
393.785,347.593,394.375,392.065,443.166,391.399,442.576,346.927
393.779,354.237,394.377,398.689,443.192,398.015,442.594,353.563
388.773,362.882,389.379,407.313,438.218,406.630,437.612,362.199
387.767,376.527,388.381,420.938,437.244,420.246,436.630,375.835
384.559,393.507,385.181,437.898,434.067,437.197,433.445,392.806
382.751,413.688,383.380,458.058,432.290,457.348,431.661,412.978
380.192,436.368,380.830,480.718,429.764,479.999,429.126,435.650
378.300,460.049,378.946,504.378,427.904,503.651,427.258,459.321
380.409,442.229,381.062,486.539,430.044,485.802,429.391,441.493
379.517,426.410,380.178,470.699,429.184,469.953,428.523,425.665
385.442,409.574,386.111,453.842,435.140,453.088,434.472,408.820
383.767,395.338,384.444,439.586,433.497,438.823,432.820,394.575
384.592,380.602,385.276,424.829,434.354,424.057,433.669,379.830
385.417,372.532,386.109,416.739,435.210,415.959,434.518,371.751
386.242,370.463,386.942,414.650,436.067,413.860,435.367,369.673
387.067,368.393,387.775,412.560,436.924,411.761,436.216,367.595
383.634,368.486,384.351,412.632,433.523,411.824,432.807,367.678
392.002,375.378,392.726,419.504,441.923,418.688,441.199,374.562
389.620,383.270,390.352,427.376,439.572,426.551,438.841,382.445
391.905,391.496,392.644,435.581,441.889,434.747,441.149,390.662
391.189,407.222,391.937,451.287,441.205,450.444,440.457,406.379
390.473,422.948,391.229,466.992,440.521,466.140,439.766,422.096
394.208,443.790,394.971,487.814,444.287,486.954,443.524,442.930
397.142,459.833,397.914,503.836,447.254,502.967,446.482,458.963
403.577,433.375,404.356,477.358,453.720,476.480,452.941,432.497
408.678,411.584,409.465,455.547,458.853,454.660,458.066,410.697
415.779,390.793,416.574,434.736,465.986,433.840,465.191,389.897
418.880,374.002,419.683,417.925,469.118,417.020,468.316,373.097
427.615,360.512,428.425,404.413,477.885,403.499,477.074,359.598
434.168,393.902,483.651,392.979,482.832,349.098,433.349,350.021
